,Facility Name,Site Address,Last Inspection Date,url,category,Facility Type
19,Buffalo Bens Bisons,255395 25 Line  Thamesford ON N0M 2M0,10/05/2023,location.href = '/Portal/Facility/Details/e7cae245-f57f-48c7-b0e6-69d9032a7893' ,Food,
20,BulkBarn,930 Dundas St  Woodstock ON N4S 8X6,10/12/2023,location.href = '/Portal/Facility/Details/d4da019b-6941-446b-8130-1691b8fbd591' ,Food,
21,BulkBarn,164 Broadway St  Tillsonburg ON N4G 5A8,09/06/2023,location.href = '/Portal/Facility/Details/2d43214b-c72a-4a48-84ee-14f2212b0967' ,Food,
22,BulkBarn,730 Talbot St  St. Thomas ON N5P 1E2,10/25/2023,location.href = '/Portal/Facility/Details/8ad8b11a-722d-4381-afd4-53a1f2b6d0a3' ,Food,
23,Burger King,939 Talbot St  St Thomas ON N5P 1E8,10/30/2023,location.href = '/Portal/Facility/Details/c3263808-beb6-4bda-bf31-0e58cf5eb915' ,Food,
24,Burger King,540 Broadway St N.  Tillsonburg ON N4G 3S7,08/08/2023,location.href = '/Portal/Facility/Details/75a4830d-eb5a-4496-9fdb-a8d0b7aaa4af' ,Food,
0,Burger King,146 Culloden Road  Ingersoll ON N5C 3R2,09/14/2023,location.href = '/Portal/Facility/Details/276a1062-d481-4a2f-89ba-d79988321f25' ,Food,
1,Burger King,545 Norwich Ave  Woodstock ON N4V 1C7,06/19/2023,location.href = '/Portal/Facility/Details/19937877-636b-4696-a27a-dffe5d14210a' ,Food,
2,Burgessville United Church - Country Thyme Charcuterie,24 Church St E  Norwich ON N0J 1P0,10/13/2023,location.href = '/Portal/Facility/Details/d51b12e6-e7dc-49f4-a83b-fb5fd5d10cf6' ,Food,
3,Burkes Produce Market,6548 Sunset Rd  St. Thomas Ontario N5P 3S8,06/30/2023,location.href = '/Portal/Facility/Details/db21db43-455c-4f22-b0c5-f52c03b1cce2' ,Food,
4,Burrito Brothers,192 Currie Road  Dutton ON N0L 1J0,10/25/2023,location.href = '/Portal/Facility/Details/2e4f1ebe-c02d-4dc0-944a-9d442d7229b4' ,Food,
5,Burrito Guyz,497 Dundas St  Woodstock ON N4S 1C3,09/28/2023,location.href = '/Portal/Facility/Details/85058b90-1b4d-4984-b46c-7e6f754c262f' ,Food,
6,BURRITO GUYZ,150 Broadway St  Tillsonburg ON N4G 3P8,10/11/2023,location.href = '/Portal/Facility/Details/bc451964-c8fc-431b-b7ff-1d232b23c040' ,Food,
7,Butter Chicken Truck Inc,465 Norwich Ave  Woodstock ON N4S 9A2,,location.href = '/Portal/Facility/Details/4ddfdc35-644f-4eb5-a2db-d03bf3b19780' ,Food,
8,C & D Lanes,265 Main St  Woodstock ON N4S 1T1,10/24/2023,location.href = '/Portal/Facility/Details/3e38231a-df53-4010-b121-37cf564b3f8f' ,Food,
9,Cami Automotive Inc,300 Ingersoll St  Ingersoll ON N5C 4A6,,location.href = '/Portal/Facility/Details/f9a03ff1-1ab4-408f-ba8e-6ae536bf91b6' ,Food,
10,Canadian Tire,25-1063 Talbot St  St. Thomas ON N5P 1E4,,location.href = '/Portal/Facility/Details/bc2367ab-9fd5-4543-bd6b-6eda043edd33' ,Food,
11,Canadian Tire,465 Norwich Ave  Woodstock ON N4S 9A2,12/05/2022,location.href = '/Portal/Facility/Details/7eaf6a46-f43c-45b2-92f5-5772edfd6e07' ,Food,
12,Canadian Tire Gas Bar,503 Norwich Ave  Woodstock ON N4S 9A2,10/04/2022,location.href = '/Portal/Facility/Details/4b0a1c2b-e2d3-4b47-9789-8750f2daa263' ,Food,
13,Canadian Tire Gas Bar,401225 Hwy 401 E  Woodstock ON N4S 7V6,08/28/2023,location.href = '/Portal/Facility/Details/8c6eb7db-dba7-4d19-8b96-d0682bb6bb1e' ,Food,
14,Canadian Tire Gas Bar - Dutton ONroute,27585 ON-401 E Dutton  ON N0L 1J0,03/03/2023,location.href = '/Portal/Facility/Details/96eb65d4-c00a-4f29-a501-51338061f97f' ,Food,
15,Canadian Tire Gas Bar - West Lorne ONroute,27900 ON-401 W  Dutton ON N0L 1J0,12/19/2022,location.href = '/Portal/Facility/Details/eaa4f192-e7e5-4cac-bde5-dae488dec8e9' ,Food,
16,Canadian Tire Gas Bar Variety Store,1063 Talbot St  St. Thomas ON N5P 1G4,,location.href = '/Portal/Facility/Details/24d06bd6-e642-405d-9d2a-953c053f3049' ,Food,
17,"Candy Gram, The",C-162 William Street  Port Stanley ON N5L 1E4,06/19/2023,location.href = '/Portal/Facility/Details/952cc239-33cf-4d27-b99d-b3d913e40780' ,Food,
18,Candyliscious,548566 Beachville Rd  Beachville ON N4S 7V6,05/31/2023,location.href = '/Portal/Facility/Details/ccdcc276-7231-4916-8618-8e5b11e15226' ,Food,
19,Canterbury Convenience,186 Canterbury St  Ingersoll ON N5C 1C8,10/12/2023,location.href = '/Portal/Facility/Details/85149a98-c850-43c4-967c-4976c0a730c7' ,Food,
20,Caps Off Brewery Co.,C-168 Curtis St  St. Thomas ON N5P 3W9,02/01/2023,location.href = '/Portal/Facility/Details/42e95b26-1267-49d2-ba6e-0ca8f0bc7278' ,Food,
21,Cardinal Court Motel,10401 Sunset Drive  St. Thomas ON N5P 3T2,01/05/2023,location.href = '/Portal/Facility/Details/1ebbe84e-f62d-4d03-addf-72e6325084ad' ,Food,
22,Caressant Care Bonnie Place Nursing Home - Institutional Food,15 Bonnie Pl  St Thomas ON N5R 5T8,04/03/2023,location.href = '/Portal/Facility/Details/7dbf2ba2-93c2-45a5-86fd-f505c769abe6' ,Food,
23,Caressant Care Bonnie Place Retirement Home - Institutional Food,15 Bonnie Pl  St Thomas ON N5R 5T8,04/03/2023,location.href = '/Portal/Facility/Details/65bfe811-e4d0-477a-82fc-541b02b355b9' ,Food,
24,Caressant Care Mary Bucke - Institutional Food,4 Mary Bucke St  St. Thomas ON N5R 5T6,10/31/2023,location.href = '/Portal/Facility/Details/7e897751-cae3-4240-a9f6-00ad082f5a2f' ,Food,
0,Caressant Care Nursing Home,81 Fyfe Ave  Woodstock ON N4S 8Y2,09/12/2023,location.href = '/Portal/Facility/Details/2a75699b-ed34-4941-b5f0-99b40d089525' ,Food,
1,Caressant Care Retirement Home,81 Fyfe Ave  Woodstock ON N4S 8Y2,09/21/2023,location.href = '/Portal/Facility/Details/7961725e-d694-46eb-8a29-371348eb0641' ,Food,
2,Carnegie Hall Ingersoll,1 Charles St. E  Ingersoll ON N5C 1J5,10/04/2023,location.href = '/Portal/Facility/Details/e0438aca-35da-48f3-9ba6-0d7e1ce9b352' ,Food,
3,Caso-Xing- The Ice Box,75 Caso Xing  St. Thomas Ontario N5P 3V7,09/11/2023,location.href = '/Portal/Facility/Details/bf2a0042-e101-43ea-8627-b7d712912b60' ,Food,
4,CASS Chef,700 College Ave  Woodstock ON N4S 2C8,01/26/2023,location.href = '/Portal/Facility/Details/0093d3d6-aba8-40b7-988c-46b98ca3e1a0' ,Food,
5,Cedarview Gracious Retirement Living,511 Finkle St  Woodstock ON N4V 0C4,10/19/2023,location.href = '/Portal/Facility/Details/07373b51-a60d-4330-b32a-78867e7d86b3' ,Food,
6,Centennial Sports Club,41 Jonas St  St Thomas ON N5R 2Y1,10/17/2023,location.href = '/Portal/Facility/Details/50bca5ed-fd98-4eba-bfac-04f8fd953583' ,Food,
7,Centennial Sports Club Minor Baseball,51 Sauve Ave  St Thomas ON N5R 6G8,06/05/2023,location.href = '/Portal/Facility/Details/f71bbd4a-5017-4b71-ae17-3e1c764417f6' ,Food,
8,Central Elgin Collegiate Institute - Cafeteria,201 Chestnut Street  St Thomas ON N5R 2B5,,location.href = '/Portal/Facility/Details/228e58a9-8a97-4225-9694-a1dd05c6c930' ,Food,
9,Central Elgin Collegiate Institute - Nourishment Program,201 Chestnut St  St. Thomas ON N5R 2B5,,location.href = '/Portal/Facility/Details/1817e63e-eab9-46ad-8bfc-471803819431' ,Food,
10,Central Senior Public - Nourishment Program,410 Hunter St  Woodstock ON N4S 4G4,06/07/2023,location.href = '/Portal/Facility/Details/d763ef92-f726-4b56-ba3a-8098168204f5' ,Food,
11,Central Senior Public School - Before & After School Progam,410 Hunter St  Woodstock ON N4S 4G4,06/07/2023,location.href = '/Portal/Facility/Details/cf1f83c7-3f8e-4bb9-b8cc-4ba4c3a6f6e6' ,Food,
12,Central Senior Public School - Milk Program,410 Hunter St  Woodstock ON N4S 4G4,,location.href = '/Portal/Facility/Details/43b28454-b10b-41dc-bca2-43c94c7c1b6d' ,Food,
13,CGC Concessions East Elgin Community Centre - Arena concession stands (2),531 Talbot St W  Aylmer ON N5H 2T8,,location.href = '/Portal/Facility/Details/c4cf55d5-32bf-47a8-a652-7f541d5076f1' ,Food,
14,Charles Dickens Pub,505 Dundas St  Woodstock ON N4S 1C3,10/19/2023,location.href = '/Portal/Facility/Details/0890345b-0a30-4396-bbf4-c1aff22b13ac' ,Food,
15,Charlton's Quality Meats,273 Ross St  St Thomas ON N5R 3Y8,,location.href = '/Portal/Facility/Details/c1f1c48a-988d-4138-a0d6-df2903c18502' ,Food,
16,Cheese Louise,27 Wellington St  Tavistock ON N0B 2R0,,location.href = '/Portal/Facility/Details/e57f0b2e-fa8c-4154-9b89-0576c1d9c948' ,Food,
17,Cheesy Cow Company,525 Dundas Street  Woodstock ON N4S 1C3,08/02/2023,location.href = '/Portal/Facility/Details/99ca80dd-dca6-4ef5-9fcd-aac538923af1' ,Food,
18,Chef Bondi Pizzeria,640 Talbot St  St Thomas ON N5P 1C8,08/30/2023,location.href = '/Portal/Facility/Details/c8f96b57-2b9a-4dbc-8428-7dbca60e92cd' ,Food,
19,Chiba Sushi,925 Dundas St Unit 1  Woodstock ON N4S 8V3,08/16/2023,location.href = '/Portal/Facility/Details/1a17bed6-5ae6-47ca-9547-ffbfa034a0e3' ,Food,
20,Chick Boss Cake,357 Dundas St  Woodstock ON N4S 1B6,09/14/2023,location.href = '/Portal/Facility/Details/06bb146c-0cdd-41d4-89d9-a8fd7e01668f' ,Food,
21,Chick Boss Cake,381 Talbot St  St. Thomas ON N5P 1B7,09/29/2023,location.href = '/Portal/Facility/Details/fb0ed24e-8a9b-44f8-b986-5b9eda70d615' ,Food,
22,China Wok,379 Springbank Ave Unit 130  Woodstock ON N4T 1R3,07/12/2023,location.href = '/Portal/Facility/Details/2e5e07c4-b15c-4606-9b0c-ebd3a7b122e7' ,Food,
23,Chocolatea,38 King St E  Ingersoll ON N5C 1G4,,location.href = '/Portal/Facility/Details/2c4a126c-2a3d-47ec-9151-c2f95fa0fd4e' ,Food,
24,Chris Seafood,4-1300 Seagrave Dr  Woodstock ON N4S 7B9,,location.href = '/Portal/Facility/Details/adeb4302-5f9b-4f19-945b-7cfc3807625b' ,Food,
0,Chrissy's Catering,25 Brock St W  Tillsonburg ON N4G 1Z4,08/08/2023,location.href = '/Portal/Facility/Details/e0375c94-7a7f-4501-8ef0-ad757566e185' ,Food,
1,Chrissys Corner Store,170 Tillson Ave  Tillsonburg ON N4G 3A8,05/10/2023,location.href = '/Portal/Facility/Details/f24a2370-b4fe-40cf-a6e0-58f0ab78df62' ,Food,
2,Christ Church Anglican Oxford Centre - Greentree Kitchen,505395 Old Stage Rd  Woodstock ON N4S 7V8,10/23/2023,location.href = '/Portal/Facility/Details/7663db63-b844-4f90-97b7-c27874950d30' ,Food,
3,Chuck's Roadhouse,1-877 Talbot St  St. Thomas ON N5P 1E5,08/15/2023,location.href = '/Portal/Facility/Details/e82dc5e4-c546-448f-90d0-931ad30542cb' ,Food,
4,Chuck's Roadhouse Bar and Grill,215 Thames St S  Ingersoll ON N5C 2T6,07/24/2023,location.href = '/Portal/Facility/Details/7f658007-75e7-4d50-9765-c74946aafcb1' ,Food,
5,Chuckwagon Restaurant,7 Ingersoll Rd  Woodstock ON N4S 2R1,07/11/2023,location.href = '/Portal/Facility/Details/88157f80-5a7e-4936-8ffc-5c92a4ac2fe1' ,Food,
6,Churchill Convienence and Video,26 Churchill Cres  St. Thomas ON N5R 1N9,10/18/2023,location.href = '/Portal/Facility/Details/033446c4-b7d6-4eb7-95ed-960c88739d37' ,Food,
7,Church's Texas Chicken,371 Norwich Ave  Woodstock ON N4S 3W4,10/16/2023,location.href = '/Portal/Facility/Details/f7e367d1-5035-448d-8181-eab0e73ca35f' ,Food,
8,Circle K,534 Elm St  St Thomas ON N5R 1K7,,location.href = '/Portal/Facility/Details/fa69c53e-0355-493c-ae9f-d15fb0709e4e' ,Food,
9,Circle K,15 Stover St N  Norwich ON N0J 1P0,09/28/2023,location.href = '/Portal/Facility/Details/a75bc135-f286-4f96-92ee-d880df0c6c35' ,Food,
10,Circle K,287 Talbot Street  St. Thomas Ontario N5P 1B3,10/13/2023,location.href = '/Portal/Facility/Details/a8670236-5135-4e07-8612-a6e34ea3f615' ,Food,
11,Circle K,594 Broadway St  Tillsonburg ON N4G 3S7,12/06/2022,location.href = '/Portal/Facility/Details/c821d402-86f1-4706-bb09-6d727ce76a40' ,Food,
12,Circle K,682824 Road 68  Thamesford ON N0M 2M0,11/03/2023,location.href = '/Portal/Facility/Details/92ae3713-f480-44fb-888d-59de46d42c64' ,Food,
13,Circle K,361 Norwich Ave  Woodstock ON N4S 3W1,10/11/2023,location.href = '/Portal/Facility/Details/59962215-ae40-4fda-8903-574f4b915a70' ,Food,
14,Circle K,401223 Hwy 401 W  Ingersoll ON N5C 3K1,12/14/2022,location.href = '/Portal/Facility/Details/dcd4a8ce-9e4d-4716-927d-43bb56e96f0a' ,Food,
15,Circle K,345 Talbot St W  Aylmer ON N5H 1K3,07/08/2022,location.href = '/Portal/Facility/Details/5aa03e26-000b-45c0-be9b-0086c730c1c1' ,Food,
16,Circle K,6 Bell St  Ingersoll ON N5C 2N5,06/28/2023,location.href = '/Portal/Facility/Details/060120bb-9940-46e7-b153-104d3d3f2fb6' ,Food,
17,Circle K,951 Devonshire Ave  Woodstock ON N4S 5S1,05/08/2023,location.href = '/Portal/Facility/Details/e5a6e684-47e2-49c7-9e7a-3067b520b6bb' ,Food,
18,Clara's Mini Cheesecakes,3 Light Street  Woodstock Ontario N4S 6G7,07/19/2023,location.href = '/Portal/Facility/Details/cbd99243-c9ce-432d-9b85-7437320caf3a' ,Food,
19,"Clearing, The",34855 Gore Fifth Line  Shedden ON N0L 2E0,03/02/2023,location.href = '/Portal/Facility/Details/d93252dd-ca3f-40ee-b1f2-f658f614c423' ,Food,
20,Clearview Farm,8968 Union Rd  Shedden Ontario N0L 2E0,11/02/2023,location.href = '/Portal/Facility/Details/e1e8bb8b-d910-4937-9124-14ea48cab5f1' ,Food,
21,Clement's Catering Company Inc,49 Talbot St E  Aylmer ON N5H 1H3,,location.href = '/Portal/Facility/Details/87993fa9-e784-498f-b2a7-68e3670f24db' ,Food,
22,Clippity Clop,295 Wellington Street  St Thomas ON N5R 2S6,05/31/2022,location.href = '/Portal/Facility/Details/aa00c4d2-3935-4ab8-a8ac-cadd276a5602' ,Food,
23,Clippity Clop Ice Cream Shoppe,9640 Yarmouth Centre Road  St. Thomas ON N5P 3S7,05/31/2022,location.href = '/Portal/Facility/Details/05f90a58-db3e-4001-855d-d7b48d53cb23' ,Food,
24,Clovermead Snack Shop,11302 Imperial Rd  Aylmer ON N5H 2R3,05/24/2023,location.href = '/Portal/Facility/Details/d78e2e0f-3916-4caf-8501-d42eb374747f' ,Food,
0,CMHA Bruce Residence - Institutional Food,58 St. George St  St. Thomas ON N5P 2L1,,location.href = '/Portal/Facility/Details/a1238b55-f627-4ff3-89eb-80753c138cad' ,Food,
1,CMHA Chester Residence - Institutional Food,10 Chester St  St. Thomas ON N5R 1T8,,location.href = '/Portal/Facility/Details/1792510f-670c-490a-b2c9-80029c8b6c11' ,Food,
2,CMHA Southwick Wallis Residence - Institutional Food,31 Southwick St  St. Thomas ON N5R 3R7,,location.href = '/Portal/Facility/Details/bad19cb7-c7d3-43f2-b9cf-129ad33fadaa' ,Food,
3,"CMHA Wallis Residence, Wellington - Institutional Food",369 Wellington St  St. Thomas ON N5R 2T4,,location.href = '/Portal/Facility/Details/593d1be2-2d15-44a8-abbd-c92f4e2448d9' ,Food,
4,Coast to Coast Minature Golf,1446 Dundas St  Woodstock ON N4S 7V9,,location.href = '/Portal/Facility/Details/be163b0c-257e-47a4-894b-efd9f595b9d6' ,Food,
5,Cobble Hills Golf North,5714 Cobble Hills Rd  Thamesford ON N0M 2M0,08/30/2023,location.href = '/Portal/Facility/Details/e8ea54f5-8803-40db-a0f8-085c8d8049d0' ,Food,
6,COBS Bread,1025 Talbot Street  St.Thomas ON N5P 3R6,04/05/2023,location.href = '/Portal/Facility/Details/d70e9069-8eb6-4b41-93a7-37974a1f9ab7' ,Food,
7,Coffee Culture,433 Dundas St  Woodstock ON N4S 1B8,09/07/2023,location.href = '/Portal/Facility/Details/c58ac01e-bcae-4e4d-80da-8bcedf332e89' ,Food,
8,Coffey's News Depot,591 Talbot St  St. Thomas ON N5P 1C5,02/13/2023,location.href = '/Portal/Facility/Details/8614aa03-e84e-46ee-b2c5-0b6bf3e892a5' ,Food,
9,College Avenue Secondary School - Cafeteria,700 College Ave  Woodstock ON N4S 2C8,01/26/2023,location.href = '/Portal/Facility/Details/f68dac6f-84f6-44c2-b8fc-53bc47ddc309' ,Food,
10,Columbo Club,4347A Westhill Rd  Beachville ON N0J 1A0,08/18/2023,location.href = '/Portal/Facility/Details/7f449da8-2de3-43c7-afe2-66ba9612810e' ,Food,
11,Columbus Club of St. Thomas,265 Wellington Street  St. Thomas ON N5R 2S6,,location.href = '/Portal/Facility/Details/4c4dc56d-d727-4cef-afe3-602ed9973d0a' ,Food,
12,Comfort Inn Breakfast Bar,100 Centennial Ave  St Thomas ON N5R 5B2,07/14/2023,location.href = '/Portal/Facility/Details/ed81b827-2eba-4097-ae9c-a653482081b0' ,Food,
13,Community Living Elgin,24 John St  Aylmer ON N5H 2A8,06/22/2023,location.href = '/Portal/Facility/Details/651dfc61-8b1d-430b-9209-b21488e3b95c' ,Food,
14,Community Living Elgin,2 Curtis St  St Thomas ON N5P 1H4,,location.href = '/Portal/Facility/Details/e1bff7fb-f234-4a96-9484-bd4dc43113b1' ,Food,
15,Convenience Store,121 Borden Ave  Belmont ON N0L 0A6,02/27/2023,location.href = '/Portal/Facility/Details/5cfa7f69-5dad-4ef2-84bd-f3d589096919' ,Food,
16,Cook's Pizza & Panzerotti,3-9254 Plank Rd  Straffordville ON N0J 1Y0,,location.href = '/Portal/Facility/Details/5d23b42b-1b4e-4c15-bcce-13832c884751' ,Food,
17,Cool Convenience,150 North St  E Tillsonburg N4G 1EB ON,05/16/2023,location.href = '/Portal/Facility/Details/79528ccb-c394-43cc-912d-7c4d83e50a02' ,Food,
18,"Cool Cookie Kitchen, The",58 Beech St  Aylmer ON N5H 1A1,02/22/2023,location.href = '/Portal/Facility/Details/eaa2ae64-fbbd-4280-8cfa-a7ea654f4c1e' ,Food,
19,"Copper Mug, The",79 Broadway St  Tillsonburg ON N4G 3P5,05/18/2023,location.href = '/Portal/Facility/Details/16010011-2a63-448b-a2b0-18fdb6f43465' ,Food,
20,Corey's Restaurant,10 Brock St E  Tillsonburg ON N4G 1Z5,,location.href = '/Portal/Facility/Details/0f1fce93-83e7-4fe0-9f0b-a83a43263bae' ,Food,
21,Corner Farm Market,674 Peel St  Woodstock ON N4S 1L3,09/16/2022,location.href = '/Portal/Facility/Details/661d6848-6842-4e28-bbe3-36c51303d11f' ,Food,
22,Corner Store,138 Alma St  St Thomas ON N5P 3B4,01/09/2023,location.href = '/Portal/Facility/Details/b4f00d64-7933-4149-b3ef-8f9338c5e751' ,Food,
23,Corner View Cafe,3159 Colin St  Port Bruce ON N5H 2R2,06/22/2023,location.href = '/Portal/Facility/Details/92d6e92c-a1a1-4217-83f6-966c3c6d38bb' ,Food,
24,Corner View Cafe - EECC Downstairs,531 Talbot St W  Aylmer ON N5H 2T8,,location.href = '/Portal/Facility/Details/674303ec-034d-45b8-a314-b8ef849c1ccd' ,Food,
0,Corner View Cafe - EECC Upstairs,531 Talbot St W  Aylmer ON N5H 2T8,,location.href = '/Portal/Facility/Details/146a7c41-5b48-4456-8624-5d77711f790b' ,Food,
1,Cornerview YMCA Childcare - Kitchen,11 Park Ave  St. Thomas ON N5R 4V4,,location.href = '/Portal/Facility/Details/51a70422-12f5-463c-829b-2c806b8e143c' ,Food,
2,Country Charm Café,310 Wellington St  St. Thomas ON N5R 2T1,06/14/2023,location.href = '/Portal/Facility/Details/90a9bdda-9a77-498e-a26a-c6a6cb243531' ,Food,
3,Country Flavour-Rites Bakery,10693 Carter Rd  Aylmer ON N5H 2R3,06/08/2023,location.href = '/Portal/Facility/Details/4496c7b2-1001-4900-896a-b0cb765f182a' ,Food,
4,Country Pizza,14107 Belmont Rd  Belmont ON N0L 1B0,06/21/2023,location.href = '/Portal/Facility/Details/27f82615-a0b9-4cc4-953b-4b9873a2b7e7' ,Food,
5,"Country Table, The",2 Vance Dr.  Tillsonburg ON N4G 4W9,11/02/2023,location.href = '/Portal/Facility/Details/d845f1d3-521e-461a-96d9-635741d16a1d' ,Food,
6,Countryside Farmers Market - Mobile,7462 Plank Road  Vienna ON N0J 1Z0,05/15/2023,location.href = '/Portal/Facility/Details/87a02aca-4b86-406d-9ce2-20ccbf199275' ,Food,
7,Coward Pharmacy,165 Broadway St  Tillsonburg ON N4G 3P9,10/11/2023,location.href = '/Portal/Facility/Details/295ab4c8-1fe0-422d-9c15-f72ef63a587a' ,Food,
8,Coyle's Products Limited,244282 Airport Rd  Tillsonburg ON N4G 4H1,06/27/2023,location.href = '/Portal/Facility/Details/daa4bd68-2a91-43d1-97f3-9073efd02e93' ,Food,
9,"Coyote, The",102 Tillson Ave  Tillsonburg ON N4G 3A1,08/14/2023,location.href = '/Portal/Facility/Details/bdf8d981-a9df-4b2b-9dc6-8cc9ff10ac0d' ,Food,
10,Crabby Joe's,409 Dundas St  Woodstock ON N4S 1B8,08/01/2023,location.href = '/Portal/Facility/Details/25dd1549-4e6f-4994-b5aa-c66ecac6b54a' ,Food,
11,Cravings,49946 Talbot Line  Aylmer ON N5H 2R3,05/16/2023,location.href = '/Portal/Facility/Details/ed6efd89-ba9d-40b3-bf55-f69f6f18309d' ,Food,
12,Creekside Golf Course,594733 Hwy 59  Woodstock ON N4S 7V8,09/26/2023,location.href = '/Portal/Facility/Details/b89a5c32-4e5c-419e-bbdd-f16788a0a74e' ,Food,
13,Crispy Slice Pizza & Wings,5B-925 Dundas St  Woodstock ON N4S 8V3,09/01/2023,location.href = '/Portal/Facility/Details/3f76cc17-6fc9-4885-ba80-4fcf9f17ddfc' ,Food,
14,Crispy's Fish & Chips,12-194 Springbank Ave N  Woodstock ON N4S 7R3,08/14/2023,location.href = '/Portal/Facility/Details/e81d3c80-1324-48b6-a3cf-96b23f30a842' ,Food,
15,CrossFit Elgin,11 Sparling Rd  Saint Thomas ON N5P 4A4,07/11/2023,location.href = '/Portal/Facility/Details/092ef50f-6dfe-4436-9d55-ce46303d6044' ,Food,
16,"Curry House Aylmer, The",39B King Street  Aylmer ON N5H 1Z9,06/21/2023,location.href = '/Portal/Facility/Details/d074543d-914b-42b5-a8c9-750e9b4095be' ,Food,
17,Cutchie's,951 Devonshire Ave Unit 4  Woodstock ON N4S 5S1,07/18/2023,location.href = '/Portal/Facility/Details/426b2b94-051e-4254-b9b1-9b2559b17adf' ,Food,
18,Cynthia's Sweet Treats,51176 Ron McNeil Line  Springfield ON N0L 2J0,,location.href = '/Portal/Facility/Details/ff8c428e-5952-4c01-ae8b-ecd7832dbabf' ,Food,
19,Cy's Bowling - Restaurant/Bar,438 Talbot St E  Aylmer ON N5H 1J5,06/30/2023,location.href = '/Portal/Facility/Details/a0350783-e656-4cdc-b093-d1b303aa0f88' ,Food,
20,Cy's Poutine Machine/Fryer Tuck,436 Talbot St E  Aylmer ON N5H 1J5,,location.href = '/Portal/Facility/Details/5767f396-8d7d-4e2b-be0d-fe4bf587cb00' ,Food,
21,D & D Homestyle Cuisine & Cafe,8 Woodstock St N  Tavistock ON N0B 2R0,08/01/2023,location.href = '/Portal/Facility/Details/21e18d93-617d-480c-9f65-94e81d8c471c' ,Food,
22,Dad's Grub Hub,61 Cedar Street  Woodstock ON N4S 3P6,05/01/2023,location.href = '/Portal/Facility/Details/440aa45e-1cf4-4d30-95b4-70675d62858f' ,Food,
23,Dad's Ice Cream Shoppe,2 Vance Dr.  Tillsonburg ON N4G 4W9,08/08/2023,location.href = '/Portal/Facility/Details/bad39596-f742-4fb2-b6dc-10d1e14f1229' ,Food,
24,Dairy Queen,638 Dundas St  Woodstock ON N4S 1E2,07/10/2023,location.href = '/Portal/Facility/Details/254ed844-e010-4afc-aa17-754da1b824cd' ,Food,
0,Dairy Queen,5 Charles St E  Ingersoll ON N5C 1J5,03/02/2023,location.href = '/Portal/Facility/Details/4c5c21b6-1f96-4144-95bf-63fefee11325' ,Food,
1,Dairy Queen,51 Simcoe St  Tillsonburg ON N4G 2H6,09/19/2023,location.href = '/Portal/Facility/Details/01f77588-2cd3-4650-a13e-98e651408105' ,Food,
2,Dairy Queen & Orange Julius,417 Wellington St  St. Thomas ON N5R 5J5,,location.href = '/Portal/Facility/Details/edda8e61-5b6a-4b74-bf85-3f3824c2f9ba' ,Food,
